CFS Account Number,Account Name,Account Identifier,Current,1-30 Days,31-60 Days,61-90 Days,91-120 Days,121-150 Days,151-180 Days,>180 Days,Total Outstanding,Report Date
"PR000162","CITY OF BEACHWOOD","SF00008643","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000163","CHIPPEWA VALLEY HIGH SCHOOL","SF00008606","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000164","PINNACLE POWER SERVICES INC.","SF00006461","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000165","HORTONVILLE HIGH SCHOOL","SF00008537","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000166","METRO CITIES FIRE AUTHORITY","SF00008161","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000167","KOBE ALUMINUM AUTOMOTIVE PRODUCTS LLC","SF00007346","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000168","EAGLES NEST BOOKSTORE MERIDIAN COMMUNITY COLLEGE","SF00005582","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000169","WITTE MUSEUM","SF00008181","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000170","ECTOR COUNTY ISD","SF00008655","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000171","BIOTEST PHARMACEUTICALS","SF00008665","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000172","WALMART DC 7026","SF00008410","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000173","FRAMINGHAM PARKS & RECREATION DEPARTMENT","SF00008646","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000174","THE OHIO STATE UNIVERSITY RESEARCH FOUNDATION","SF00004960","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000175","AMBASSADOR EDUCATION SOLUTIONS","SF00008497","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000176","UMPQUA COMMUNITY COLLEGE BOOKSTORE","SF00008590","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000177","MOORESVILLE CONS. SCHOOL CORP.","SF00008816","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000178","CITY OF ATLANTA - DEPT. OF CORRECTIONS","SF00008981","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000179","HOLT LUTHERAN SCHOOL AND SONSHINE ECC","SF00009065","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000180","ALAMO FIRE DEPARTMENT","SF00008106","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000181","LAREDO ISD","SF00009174","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000182","CHICK-FIL-A TURFLAND","SF00004636","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000183","TANANA CHIEFS CONFERENCE","SF00007351","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000184","VIGO COUNTY SCHOOL CORPORATION","SF00008171","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000185","HATBORO AREA YMCA","SF00008715","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000186","THE WOODLANDS TOWNSHIP","SF00008473","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000187","WAVEDIVISION HOLDINGS LLC","SF00009017","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000188","ARKANSAS DEPARTMENT OF CORRECTION","SF00009231","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000189","COOPERATIVE WORKSHOPS INC","SF00009268","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000190","WEST ESSEX REGIONAL SCHOOL DISTRICT","SF00008847","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000191","JOHN M COYNE RECREATION","SF00008871","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000192","JEFFERSON PARISH SCHOOL SYSTEM","SF00008919","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000193","HARMONY SCHOOL OF EXCELLENCE","SF00009194","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000194","SAPUTO CHEESE USA, INC","SF00008873","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000195","LOUISIANA STATE UNIVERSITY IN SHREVEPORT_1","SF00007752","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000196","GILA RIVER INDIAN COMMUNITY","SF00009160","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000197","SCHOOL DISTRICT OF ONALASKA","SF00009233","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000198","VISALIA UNIFIED SCHOOL DISTRICT - EL DIAMANTE HS","SF00009005","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000199","CITY OF MURFREESBORO","SF00009208","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000200","GLOUCESTER COUNTY VO-TECH SCHOOL","SF00009397","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000201","NORTHWEST FIRE DISTRICT","SF00008016","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000202","BRISTOL PARKS & RECREATION DEPARTMENT","SF00009154","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000203","JCC OF STATEN ISLAND","SF00009260","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000204","FRENCH CREEK FAMILY YMCA","SF00009562","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000205","KL OUTDOOR","SF00009496","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000206","MOLINE SCHOOL DISTRICT","SF00009572","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000207","LONG BEACH TOWNSHIP BEACH PATROL","SF00009604","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000208","LAREDO ISD_1","SF00009503","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000209","MARLBORO CENTRAL SCHOOL DISTRICT","SF00009688","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000210","TROY UNIVERSITY DEPARTMENT OF KINESIOLOGY","SF00009508","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000211","TOWN-VILLAGE OF HARRISON","SF00009748","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000212","TOWN OF SECAUCUS","SF00009129","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000213","TULSA PUBLIC SCHOOL TRANSPORTATION","SF00009011","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000214","WAKE TECHNICAL COMMUNITY COLLEGE","SF00009487","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000215","BLOOMINGTON NORMAL YMCA","SF00009426","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000216","GREATER LAWRENCE TECHNICAL SCHOOL","SF00009601","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000217","REEVES COUNTY DETENTION CENTER","SF00009094","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000218","SERVICE WIRE COMPANY","SF00009914","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000219","WEBB COUNTY","SF00009421","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000220","CORVALLIS SCHOOL DISTRICT 509J","SF00009910","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000221","MILWAUKEE RECREATION-MILWAUKEE PUBLIC SCHOOLS","SF00009922","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000222","NILES HIGH SCHOOL DISTRICT 219","SF00009818","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000223","HEART OF CHICAGO, LLC","SF00009887","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000224","SANTA CLARA COUNTY PARKS AND RECREATION","SF00009054","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000225","THE TOWN OF CUTLER BAY","SF00009924","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000226","PINEHAVEN CHRISTIAN COMMUNITIES","SF00007529","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000227","SANTA CRUZ VALLEY USD 35","SF00009992","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000228","MANHATTAN COLLEGE","SF00008925","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000229","BELMONT COUNTY BOARD OF DD","SF00010079","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000230","SAN MATEO COUNTY FIRE DEPARTMENT","SF00008647","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000231","NEBRASKA EXTENSION IN LANCASTER COUNTY","SF00009852","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000232","CITY OF BAYONNE","SF00009858","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000233","TETON COUNTY/JACKSON PARKS AND RECREATION DEPARTMENT","SF00009551","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000234","FIRST AID CONCEPTS","SF00005698","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000235","CITY OF FRISCO","SF00009733","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000236","GOWANDA CENTRAL SCHOOL","SF00010007","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000237","TACONIC HILLS CSD","SF00010245","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000238","CITY OF BAKERSFIELD RECREATION AND PARKS","SF00004716","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000239","WELLS BRANCH MUD","SF00009636","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000240","ELKHART COMMUNITY SCHOOLS","SF00010447","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000241","NATIVE AMERICAN COALITION OF TULSA","SF00010248","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000242","OWENS VALLEY CAREER DEVELOPMENT CENTER_1","SF00010305","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000243","E.ON","SF00009811","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000244","EAST ALLEN COUNTY SCHOOLS","SF00010458","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000245","STE GENEVIEVE CO MEMORIAL HOSPITAL","SF00010309","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000246","THE MARYLAND-NATIONAL CAPITAL PK & PLANNING COMM","SF00010049","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000247","WNL PRODUCTS","SF00005696","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000248","IBH ADDICTION RECOVERY CENTER","SF00010623","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000249","ANTIGUA AND BARBUDA RED CROSS","SF00010636","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000250","MORTON COLLEGE","SF00008131","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000251","BELMONT COMPLEX","SF00010085","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000252","ANTHONY CORRECTIONAL CENTER SCHOOL","SF00008456","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000253","CHICKEN OF THE SEA","SF00010753","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000254","FUMCH","SF00010656","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000255","OWENS VALLEY CAREER DEVELOPMENT CENTER_2","SF00010343","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000256","HAMMOND HIGH MAGNET SCHOOL","SF00010588","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000257","FRANKLIN REGIONAL SCHOOL DISTRICT","SF00010792","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000258","FULLERTON JOINT UNION HIGH SCHOOL DISTRICT","SF00010529","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000259","WELLINGTON EXEMPTED VILLAGE SCHOOL DISTRICT","SF00008625","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000260","WESTMINSTER PUBLIC SCHOOLS","SF00010379","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000261","NORTH PLATTE RECREATION CENTER","SF00010543","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000262","INSTITUTE FOR COMMUNITY LIVING (ICL), INC.","SF00010886","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000263","NAVAL AVIATION SCHOOLS COMMAND","SF00010861","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000264","MARLBORO COUNTY SCHOOL DISTRICT","SF00010658","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000265","CITY OF MISSION","SF00010693","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000266","SUMMIT MIDDLE SCHOOL","SF00010331","$1669.26","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1669.26","01/03/2022"
"PR000267","ALDEN CENTRAL SCHOOL","SF00010772","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000268","LINCOLN MEMORIAL UNIVERSITY","SF00010934","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000269","RCTC BOOKSTORE","SF00009664","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000270","HERITAGE VILLAGE OF WATERVILLE","SF00009114","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000271","AQUATICA OF TEXAS","SF00011257","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000272","SEAWORLD OF TEXAS, INC.","SF00011152","$0.00","$0.00","$0.00","$0.00","$0.00","$362.31","$0.00","$0.00","$362.31","01/03/2022"
"PR000273","WESTHAB, INC","SF00011217","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000274","ODYSSEY HOUSE INC.","SF00010568","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000275","NEW ALBANY PARKS & RECREATION","SF00011143","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000276","POLICE ATHLETIC LEAGUE, INC.","SF00007345","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000277","LIVINGSTON SCHOOL DISTRICT","SF00010905","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000278","DEVELOPMENTAL DISABILITIES OF CLARK COUNTY","SF00011227","$149.84","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$149.84","01/03/2022"
"PR000279","GEMINUS CORP","SF00011219","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000280","CSL MEDIA GROUP","SF00011241","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000281","TWINSBURG FITNESS CENTER","SF00011360","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000282","BAC LOCAL 3 APPRENTICE AND TRAINING FUND","SF00011336","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000283","TOWNSHIP OF UPPER ST. CLAIR -RECREATION","SF00011282","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000284","CITY OF FRIENDSWOOD","SF00011406","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000285","THE UNIVERSITY OF TAMPA","SF00011355","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000286","CITY OF ROANOKE RAPIDS","SF00011128","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000287","ATTLEBORO HIGH SCHOOL","SF00011477","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000288","BRONXWORKS INC","SF00011487","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000289","BENEDICTINE UNIVERSITY","SF00011387","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000290","SAUCON VALLEY HIGH SCHOOL","SF00011459","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000291","BALI CONDOMINIUM ASSOCIATION, INC.","SF00011466","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000292","GENERAL MOTORS LLC","SF00010976","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000293","AQUATICA OF CALIFORNIA","SF00011757","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000294","ENGINEERED FLOORS","SF00010570","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000295","MANSON NORTHWEST WEBSTER CSD","SF00011431","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000296","ILLINOIS VALLEY YMCA","SF00010729","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000297","MY FLORIDA MARKET PLACE","SF00011878","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000298","WESCO INTEGRATED SUPPLY","SF00011687","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000299","METROPOLITAN COMMUNITY COLLEGE","SF00011844","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000300","RIVERSIDE COUNTY OFFICE OF EDUCATION","SF00010597","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000301","ICL, INC.","SF00011808","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000302","FRANKLIN COUNTY COMMON PLEAS COURT","SF00011619","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000303","MARIETTA CITY SCHOOLS","SF00003995","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000304","CHICAGO PARK DISTRICT","SF00011470","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000306","MARION SENIOR HIGH SCHOOL","SF00011845","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000307","CERTUS LLC","SF00011589","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000308","ROMULUS ATHLETIC CENTER","SF00011307","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000309","CRETE PUBLIC SCHOOLS","SF00011372","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000310","YMCA OF GREATER DES MOINES","SF00007299","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000311","CROWN POINT HIGH SCHOOL","SF00012066","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000312","ADELLO BIOLOGICS LLC","SF00011483","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000313","WEST SHORE FAMILY YMCA","SF00012128","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000315","TOWN OF MAMARONECK","SF00011875","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000316","BROOME-TIOGA BOCES","SF00011592","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000317","LUBBOCK ISD","SF00011448","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000318","SECURITAS SECURITY SERVICES_1","SF00011428","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000319","FOLLETT #2020/CAL POLY UNIVERSITY STORE","SF00011673","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000320","ORLEANS/NIAGARA BOCES","SF00012504","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000321","ACCESSIBILITY INC.","SF00012592","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000322","JOHNSON MATTHEY","SF00012500","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000323","WILLIAMSON COUNTY JUVENILE SERVICES","SF00011426","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000324","ELITE LINE SERVICES","SF00010908","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000325","INTEL","SF00012705","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000326","NORTHEAST FAMILY YMCA","SF00012713","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
